Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Stop paying through the nose: student and trainee medical conferences offer better value for money than professional alternatives.","/pubmed/31341039","Sharp EW, Curlewis K, Clarke THS.","Postgrad Med J. 2019 Jul 24. pii: postgradmedj-2019-136734. doi: 10.1136/postgradmedj-2019-136734. [Epub ahead of print]","Postgrad Med J.  2019","PubMed","citation","PMID:31341039","pubmed","31341039","create date:2019/07/26 | first author:Sharp EW",
"Long term risk of symptomatic recurrent venous thromboembolism after discontinuation of anticoagulant treatment for first unprovoked venous thromboembolism event: systematic review and meta-analysis.","/pubmed/31340984","Khan F, Rahman A, Carrier M, Kearon C, Weitz JI, Schulman S, Couturaud F, Eichinger S, Kyrle PA, Becattini C, Agnelli G, Brighton TA, Lensing AWA, Prins MH, Sabri E, Hutton B, Pinede L, Cushman M, Palareti G, Wells GA, Prandoni P, Büller HR, et al.","BMJ. 2019 Jul 24;366:l4363. doi: 10.1136/bmj.l4363.","BMJ.  2019","PubMed","citation","PMID:31340984","pubmed","31340984","create date:2019/07/26 | first author:Khan F",
"Palivizumab and prevention of childhood respiratory syncytial viral infection: protocol for a systematic review and meta-analysis of breakthrough infections.","/pubmed/31340973","Jun S, Sebastianski M, Featherstone R, Robinson J.","BMJ Open. 2019 Jul 23;9(7):e029832. doi: 10.1136/bmjopen-2019-029832.","BMJ Open.  2019","PubMed","citation","PMID:31340973","pubmed","31340973","create date:2019/07/26 | first author:Jun S",
"Systematic review protocol for facilitators and barriers to integrating health services for traumatic brain injury and mental health or addictions.","/pubmed/31340961","Chan V, Toccalino D, Colantonio A.","BMJ Open. 2019 Jul 23;9(7):e027534. doi: 10.1136/bmjopen-2018-027534.","BMJ Open.  2019","PubMed","citation","PMID:31340961","pubmed","31340961","create date:2019/07/26 | first author:Chan V",
"Prison cell spatial density and infectious and communicable diseases: a systematic review.","/pubmed/31340959","Simpson PL, Simpson M, Adily A, Grant L, Butler T.","BMJ Open. 2019 Jul 23;9(7):e026806. doi: 10.1136/bmjopen-2018-026806.","BMJ Open.  2019","PubMed","citation","PMID:31340959","pubmed","31340959","create date:2019/07/26 | first author:Simpson PL",
"Comparative efficacy of once-weekly semaglutide versus SGLT-2 inhibitors in patients inadequately controlled with one to two oral antidiabetic drugs: a systematic literature review and network meta-analysis.","/pubmed/31340953","Kanters S, Wilkinson L, Vrazic H, Sharma R, Lopes S, Popoff E, Druyts E.","BMJ Open. 2019 Jul 23;9(7):e023458. doi: 10.1136/bmjopen-2018-023458.","BMJ Open.  2019","PubMed","citation","PMID:31340953","pubmed","31340953","create date:2019/07/26 | first author:Kanters S",
"Diagnosis of elevated intracranial pressure in critically ill adults: systematic review and meta-analysis.","/pubmed/31340932","Fernando SM, Tran A, Cheng W, Rochwerg B, Taljaard M, Kyeremanteng K, English SW, Sekhon MS, Griesdale DEG, Dowlatshahi D, McCredie VA, Wijdicks EFM, Almenawer SA, Inaba K, Rajajee V, Perry JJ.","BMJ. 2019 Jul 24;366:l4225. doi: 10.1136/bmj.l4225.","BMJ.  2019","PubMed","citation","PMID:31340932","pubmed","31340932","create date:2019/07/26 | first author:Fernando SM",
"Development and validation of a prediction model for fat mass in children and adolescents: meta-analysis using individual participant data.","/pubmed/31340931","Hudda MT, Fewtrell MS, Haroun D, Lum S, Williams JE, Wells JCK, Riley RD, Owen CG, Cook DG, Rudnicka AR, Whincup PH, Nightingale CM.","BMJ. 2019 Jul 24;366:l4293. doi: 10.1136/bmj.l4293.","BMJ.  2019","PubMed","citation","PMID:31340931","pubmed","31340931","create date:2019/07/26 | first author:Hudda MT",
"Supply chain management and accessibility to point-of-care testing in resource-limited settings: a systematic scoping review.","/pubmed/31340833","Kuupiel D, Bawontuo V, Drain PK, Gwala N, Mashamba-Thompson TP.","BMC Health Serv Res. 2019 Jul 24;19(1):519. doi: 10.1186/s12913-019-4351-3.","BMC Health Serv Res.  2019","PubMed","citation","PMID:31340833","pubmed","31340833","create date:2019/07/26 | first author:Kuupiel D",
"Languishing in the crossroad? A scoping review of intersectional inequalities in mental health.","/pubmed/31340832","Fagrell Trygg N, Gustafsson PE, Månsdotter A.","Int J Equity Health. 2019 Jul 24;18(1):115. doi: 10.1186/s12939-019-1012-4. Review.","Int J Equity Health.  2019","PubMed","citation","PMID:31340832","pubmed","31340832","create date:2019/07/26 | first author:Fagrell Trygg N",
"Determinants of risky sexual practice, drug abuse and alcohol consumption in adolescents in Iran: a systematic literature review.","/pubmed/31340817","Yazdi-Feyzabadi V, Mehrolhassani MH, Zolala F, Haghdoost A, Oroomiei N.","Reprod Health. 2019 Jul 24;16(1):115. doi: 10.1186/s12978-019-0779-5. Review.","Reprod Health.  2019","PubMed","citation","PMID:31340817","pubmed","31340817","create date:2019/07/26 | first author:Yazdi-Feyzabadi V",
"Risk factors for neck hematoma requiring surgical re-intervention after thyroidectomy: a systematic review and meta-analysis.","/pubmed/31340806","Fan C, Zhou X, Su G, Zhou Y, Su J, Luo M, Li H.","BMC Surg. 2019 Jul 24;19(1):98. doi: 10.1186/s12893-019-0559-8.","BMC Surg.  2019","PubMed","citation","PMID:31340806","pubmed","31340806","create date:2019/07/26 | first author:Fan C",
"Health assessments and screening tools for adults experiencing homelessness: a systematic review.","/pubmed/31340786","Gordon SJ, Grimmer K, Bradley A, Direen T, Baker N, Marin T, Kelly MT, Gardner S, Steffens M, Burgess T, Hume C, Oliffe JL.","BMC Public Health. 2019 Jul 24;19(1):994. doi: 10.1186/s12889-019-7234-y.","BMC Public Health.  2019","PubMed","citation","PMID:31340786","pubmed","31340786","create date:2019/07/26 | first author:Gordon SJ",
"Statin use and the risk of ovarian and endometrial cancers: a meta-analysis.","/pubmed/31340777","Wang Y, Ren F, Song Z, Chen P, Liu S, Ouyang L.","BMC Cancer. 2019 Jul 24;19(1):730. doi: 10.1186/s12885-019-5954-0.","BMC Cancer.  2019","PubMed","citation","PMID:31340777","pubmed","31340777","create date:2019/07/26 | first author:Wang Y",
"Weak association between the interleukin-8 rs4073 polymorphism and acute pancreatitis: a cumulative meta-analysis.","/pubmed/31340771","Li Y, Bai J, He B, Wang N, Wang H, Liu D.","BMC Med Genet. 2019 Jul 24;20(1):129. doi: 10.1186/s12881-019-0861-4.","BMC Med Genet.  2019","PubMed","citation","PMID:31340771","pubmed","31340771","create date:2019/07/26 | first author:Li Y",
"Consensus on priorities in maternal education: results of Delphi and nominal group technique approaches.","/pubmed/31340770","Paz-Pascual C, Artieta-Pinedo I, Grandes G; ema.Q Group..","BMC Pregnancy Childbirth. 2019 Jul 24;19(1):264. doi: 10.1186/s12884-019-2382-8.","BMC Pregnancy Childbirth.  2019","PubMed","citation","PMID:31340770","pubmed","31340770","create date:2019/07/26 | first author:Paz-Pascual C",
"Comparative Effectiveness of Alternative Dosing Regimens of Hyaluronic Acid Injections for Knee Osteoarthritis: A Systematic Review.","/pubmed/31340715","McElheny K, Toresdahl B, Ling D, Mages K, Asif I.","Sports Health. 2019 Jul 24:1941738119861545. doi: 10.1177/1941738119861545. [Epub ahead of print]","Sports Health.  2019","PubMed","citation","PMID:31340715","pubmed","31340715","create date:2019/07/26 | first author:McElheny K",
"Effect of leukocytes included in platelet concentrates on cell behaviour.","/pubmed/31340699","Puidokas T, Kubilius M, Stumbras A, Juodzbalys G.","Platelets. 2019 Jul 25:1-9. doi: 10.1080/09537104.2019.1646900. [Epub ahead of print]","Platelets.  2019","PubMed","citation","PMID:31340699","pubmed","31340699","create date:2019/07/26 | first author:Puidokas T",
"Group cognitive behavioural therapy for psychosis in the Asian context: a review of the recent studies.","/pubmed/31340692","Wong JPS, Ting KT, Wong AWS.","Int Rev Psychiatry. 2019 Jul 24:1-11. doi: 10.1080/09540261.2019.1634012. [Epub ahead of print]","Int Rev Psychiatry.  2019","PubMed","citation","PMID:31340692","pubmed","31340692","create date:2019/07/26 | first author:Wong JPS",
"Long-term efficacy and cost-effectiveness of infliximab as first-line treatment in rheumatoid arthritis: systematic review and meta-analysis.","/pubmed/31340686","Zrubka Z, Gulácsi L, Brodszky V, Rencz F, Alten R, Szekanecz Z, Péntek M.","Expert Rev Pharmacoecon Outcomes Res. 2019 Jul 25. doi: 10.1080/14737167.2019.1647104. [Epub ahead of print]","Expert Rev Pharmacoecon Outcomes Res.  2019","PubMed","citation","PMID:31340686","pubmed","31340686","create date:2019/07/26 | first author:Zrubka Z",
"A systematic review of diagnostic techniques to determine tissue perfusion in patients with peripheral arterial disease.","/pubmed/31340684","Ma KF, Kleiss SF, Schuurmann RCL, Bokkers RPH, Ünlü Ç, De Vries JPM.","Expert Rev Med Devices. 2019 Jul 25:1-14. doi: 10.1080/17434440.2019.1644166. [Epub ahead of print]","Expert Rev Med Devices.  2019","PubMed","citation","PMID:31340684","pubmed","31340684","create date:2019/07/26 | first author:Ma KF",
"Pharmacodynamics of current and emerging treatments for cervical cancer.","/pubmed/31340683","Duenas-Gonzalez A, Gonzalez-Fierro A.","Expert Opin Drug Metab Toxicol. 2019 Jul 25. doi: 10.1080/17425255.2019.1648431. [Epub ahead of print]","Expert Opin Drug Metab Toxicol.  2019","PubMed","citation","PMID:31340683","pubmed","31340683","create date:2019/07/26 | first author:Duenas-Gonzalez A",
"Biomarkers Associated with Idiopathic Frozen Shoulder: A Systematic Review.","/pubmed/31340682","Andronic O, Ernstbrunner L, Jüngel A, Wieser K, Bouaicha S.","Connect Tissue Res. 2019 Jul 24. doi: 10.1080/03008207.2019.1648445. [Epub ahead of print]","Connect Tissue Res.  2019","PubMed","citation","PMID:31340682","pubmed","31340682","create date:2019/07/26 | first author:Andronic O",
"A Systematic Review on the Possible Relationship Between Bilingualism, Cognitive Decline, and the Onset of Dementia.","/pubmed/31340609","van den Noort M, Vermeire K, Bosch P, Staudte H, Krajenbrink T, Jaswetz L, Struys E, Yeo S, Barisch P, Perriard B, Lee SH, Lim S.","Behav Sci (Basel). 2019 Jul 23;9(7). pii: E81. doi: 10.3390/bs9070081. Review.","Behav Sci (Basel).  2019","PubMed","citation","PMID:31340609","pubmed","31340609","create date:2019/07/26 | first author:van den Noort M",
"Prevalence of Overweight and Obesity among European Preschool Children: A Systematic Review and Meta-Regression by Food Group Consumption.","/pubmed/31340602","Garrido-Miguel M, Oliveira A, Cavero-Redondo I, Álvarez-Bueno C, Pozuelo-Carrascosa DP, Soriano-Cano A, Martínez-Vizcaíno V.","Nutrients. 2019 Jul 23;11(7). pii: E1698. doi: 10.3390/nu11071698. Review.","Nutrients.  2019","PubMed","citation","PMID:31340602","pubmed","31340602","create date:2019/07/26 | first author:Garrido-Miguel M",
"AP-1 Transcription Factors as Regulators of Immune Responses in Cancer.","/pubmed/31340499","Atsaves V, Leventaki V, Rassidakis GZ, Claret FX.","Cancers (Basel). 2019 Jul 23;11(7). pii: E1037. doi: 10.3390/cancers11071037. Review.","Cancers (Basel).  2019","PubMed","citation","PMID:31340499","pubmed","31340499","create date:2019/07/26 | first author:Atsaves V",
"Transposable Elements Adaptive Role in Genome Plasticity, Pathogenicity and Evolution in Fungal Phytopathogens.","/pubmed/31340492","Mat Razali N, Cheah BH, Nadarajah K.","Int J Mol Sci. 2019 Jul 23;20(14). pii: E3597. doi: 10.3390/ijms20143597. Review.","Int J Mol Sci.  2019","PubMed","citation","PMID:31340492","pubmed","31340492","create date:2019/07/26 | first author:Mat Razali N",
"An Assessment of Training Characteristics Associated with Atrial Fibrillation in Masters Runners.","/pubmed/31340437","Matsumura ME, Abbatemarco JR.","Sports (Basel). 2019 Jul 23;7(7). pii: E179. doi: 10.3390/sports7070179.","Sports (Basel).  2019","PubMed","citation","PMID:31340437","pubmed","31340437","create date:2019/07/26 | first author:Matsumura ME",
"Effect of Photodynamic Therapy on Microorganisms Responsible for Dental Caries: A Systematic Review and Meta-Analysis.","/pubmed/31340425","de Oliveira AB, Ferrisse TM, Marques RS, de Annunzio SR, Brighenti FL, Fontana CR.","Int J Mol Sci. 2019 Jul 23;20(14). pii: E3585. doi: 10.3390/ijms20143585. Review.","Int J Mol Sci.  2019","PubMed","citation","PMID:31340425","pubmed","31340425","create date:2019/07/26 | first author:de Oliveira AB",
"New WHO prevalence estimates of mental disorders in conflict settings: a systematic review and meta-analysis.","/pubmed/31200992","Charlson F, van Ommeren M, Flaxman A, Cornett J, Whiteford H, Saxena S.","Lancet. 2019 Jul 20;394(10194):240-248. doi: 10.1016/S0140-6736(19)30934-1. Epub 2019 Jun 12.","Lancet.  2019","PubMed","citation","PMID:31200992","pubmed","31200992","create date:2019/06/16 | first author:Charlson F",
"Road user hazard perception tests: A systematic review of current methodologies.","/pubmed/31181355","Moran C, Bennett JM, Prabhakharan P.","Accid Anal Prev. 2019 Aug;129:309-333. doi: 10.1016/j.aap.2019.05.021. Epub 2019 Jun 7.","Accid Anal Prev.  2019","PubMed","citation","PMID:31181355","pubmed","31181355","create date:2019/06/11 | first author:Moran C",
"The relationship between impact speed and the probability of pedestrian fatality during a vehicle-pedestrian crash: A systematic review and meta-analysis.","/pubmed/31176144","Hussain Q, Feng H, Grzebieta R, Brijs T, Olivier J.","Accid Anal Prev. 2019 Aug;129:241-249. doi: 10.1016/j.aap.2019.05.033. Epub 2019 Jun 5.","Accid Anal Prev.  2019","PubMed","citation","PMID:31176144","pubmed","31176144","create date:2019/06/09 | first author:Hussain Q",
"Peer support interventions for individuals with acquired brain injury, cerebral palsy, and spina bifida: a systematic review.","/pubmed/31068184","Levy BB, Luong D, Perrier L, Bayley MT, Munce SEP.","BMC Health Serv Res. 2019 May 8;19(1):288. doi: 10.1186/s12913-019-4110-5.","BMC Health Serv Res.  2019","PubMed","citation","PMID:31068184 | PMCID:PMC6505073","pubmed","31068184","create date:2019/05/10 | first author:Levy BB",
"The effectiveness of lunchbox interventions on improving the foods and beverages packed and consumed by children at centre-based care or school: a systematic review and meta-analysis.","/pubmed/31036038","Nathan N, Janssen L, Sutherland R, Hodder RK, Evans CEL, Booth D, Yoong SL, Reilly K, Finch M, Wolfenden L.","Int J Behav Nutr Phys Act. 2019 Apr 29;16(1):38. doi: 10.1186/s12966-019-0798-1.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:31036038 | PMCID:PMC6489330","pubmed","31036038","create date:2019/05/01 | first author:Nathan N",
"A Meta-Analysis of Mindfulness-Based Therapies for Insomnia and Sleep Disturbance: Moving Towards Processes of Change.","/pubmed/31029188","Rash JA, Kavanagh VAJ, Garland SN.","Sleep Med Clin. 2019 Jun;14(2):209-233. doi: 10.1016/j.jsmc.2019.01.004. Epub 2019 Apr 1. Review.","Sleep Med Clin.  2019","PubMed","citation","PMID:31029188","pubmed","31029188","create date:2019/04/29 | first author:Rash JA",
"Systematic review and meta-analysis of maintenance of physical activity behaviour change in cancer survivors.","/pubmed/31029140","Grimmett C, Corbett T, Brunet J, Shepherd J, Pinto BM, May CR, Foster C.","Int J Behav Nutr Phys Act. 2019 Apr 27;16(1):37. doi: 10.1186/s12966-019-0787-4.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:31029140 | PMCID:PMC6486962","pubmed","31029140","create date:2019/04/29 | first author:Grimmett C",
"The application of bioturbators for aquatic bioremediation: Review and meta-analysis.","/pubmed/31026689","Vadillo Gonzalez S, Johnston E, Gribben PE, Dafforn K.","Environ Pollut. 2019 Jul;250:426-436. doi: 10.1016/j.envpol.2019.04.023. Epub 2019 Apr 13.","Environ Pollut.  2019","PubMed","citation","PMID:31026689","pubmed","31026689","create date:2019/04/27 | first author:Vadillo Gonzalez S",
"The effects of yoga compared to active and inactive controls on physical function and health related quality of life in older adults- systematic review and meta-analysis of randomised controlled trials.","/pubmed/30953508","Sivaramakrishnan D, Fitzsimons C, Kelly P, Ludwig K, Mutrie N, Saunders DH, Baker G.","Int J Behav Nutr Phys Act. 2019 Apr 5;16(1):33. doi: 10.1186/s12966-019-0789-2.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:30953508 | PMCID:PMC6451238","pubmed","30953508","create date:2019/04/07 | first author:Sivaramakrishnan D",
"A systematic review of just-in-time adaptive interventions (JITAIs) to promote physical activity.","/pubmed/30943983","Hardeman W, Houghton J, Lane K, Jones A, Naughton F.","Int J Behav Nutr Phys Act. 2019 Apr 3;16(1):31. doi: 10.1186/s12966-019-0792-7.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:30943983 | PMCID:PMC6448257","pubmed","30943983","create date:2019/04/05 | first author:Hardeman W",
"Device-measured physical activity, sedentary behaviour and cardiometabolic health and fitness across occupational groups: a systematic review and meta-analysis.","/pubmed/30940176","Prince SA, Elliott CG, Scott K, Visintini S, Reed JL.","Int J Behav Nutr Phys Act. 2019 Apr 2;16(1):30. doi: 10.1186/s12966-019-0790-9.","Int J Behav Nutr Phys Act.  2019","PubMed","citation","PMID:30940176 | PMCID:PMC6444868","pubmed","30940176","create date:2019/04/04 | first author:Prince SA",
"The impact of mentor-mentee rapport on nurses' professional turnover intention: Perspectives of social capital theory and social cognitive career theory.","/pubmed/30938905","Pham TTL, Teng CI, Friesner D, Li K, Wu WE, Liao YN, Chang YT, Chu TL.","J Clin Nurs. 2019 Jul;28(13-14):2669-2680. doi: 10.1111/jocn.14858. Epub 2019 Apr 15.","J Clin Nurs.  2019","PubMed","citation","PMID:30938905","pubmed","30938905","create date:2019/04/03 | first author:Pham TTL",
"The Role of Mineral and Trace Element Supplementation in Exercise and Athletic Performance: A Systematic Review.","/pubmed/30909645","Heffernan SM, Horner K, De Vito G, Conway GE.","Nutrients. 2019 Mar 24;11(3). pii: E696. doi: 10.3390/nu11030696.","Nutrients.  2019","PubMed","citation","PMID:30909645 | PMCID:PMC6471179","pubmed","30909645","create date:2019/03/27 | first author:Heffernan SM",
"Coffee Consumption and Risk of Colorectal Cancer: A Systematic Review and Meta-Analysis of Prospective Studies.","/pubmed/30909640","Sartini M, Bragazzi NL, Spagnolo AM, Schinca E, Ottria G, Dupont C, Cristina ML.","Nutrients. 2019 Mar 24;11(3). pii: E694. doi: 10.3390/nu11030694.","Nutrients.  2019","PubMed","citation","PMID:30909640 | PMCID:PMC6471028","pubmed","30909640","create date:2019/03/27 | first author:Sartini M",
"Potential Use of Mobile Phone Applications for Self-Monitoring and Increasing Daily Fruit and Vegetable Consumption: A Systematized Review.","/pubmed/30909484","Mandracchia F, Llauradó E, Tarro L, Del Bas JM, Valls RM, Pedret A, Radeva P, Arola L, Solà R, Boqué N.","Nutrients. 2019 Mar 22;11(3). pii: E686. doi: 10.3390/nu11030686.","Nutrients.  2019","PubMed","citation","PMID:30909484 | PMCID:PMC6471011","pubmed","30909484","create date:2019/03/27 | first author:Mandracchia F",
"Role of rehabilitation in chronic stress-induced exhaustion disorder: A narrative review.","/pubmed/30882887","Wallensten J, Åsberg M, Wiklander M, Nager A.","J Rehabil Med. 2019 May 13;51(5):331-342. doi: 10.2340/16501977-2545. Review.","J Rehabil Med.  2019","PubMed","citation","PMID:30882887","pubmed","30882887","create date:2019/03/19 | first author:Wallensten J",
"Can Lycopene Impact the Androgen Axis in Prostate Cancer?: A Systematic Review of Cell Culture and Animal Studies.","/pubmed/30875962","Applegate CC, Rowles JL 3rd, Erdman JW Jr.","Nutrients. 2019 Mar 15;11(3). pii: E633. doi: 10.3390/nu11030633.","Nutrients.  2019","PubMed","citation","PMID:30875962 | PMCID:PMC6471887","pubmed","30875962","create date:2019/03/17 | first author:Applegate CC",
"Methods for the Analysis and Interpretation for Rare Variants Associated with Complex Traits.","/pubmed/30849219","Weissenkampen JD, Jiang Y, Eckert S, Jiang B, Li B, Liu DJ.","Curr Protoc Hum Genet. 2019 Apr;101(1):e83. doi: 10.1002/cphg.83. Epub 2019 Mar 8. Review.","Curr Protoc Hum Genet.  2019","PubMed","citation","PMID:30849219 | PMCID:PMC6455968","pubmed","30849219","create date:2019/03/09 | first author:Weissenkampen JD",
"Approach to infantile colic in primary care.","/pubmed/30840991","Lam TML, Chan PC, Goh LH.","Singapore Med J. 2019 Jan;60(1):12-16. doi: 10.11622/smedj.2019004.","Singapore Med J.  2019","PubMed","citation","PMID:30840991 | PMCID:PMC6351691","pubmed","30840991","create date:2019/03/07 | first author:Lam TML",
"Optimising feedback for early career professionals: a scoping review and new framework.","/pubmed/30828874","Mattick K, Brennan N, Briscoe S, Papoutsi C, Pearson M.","Med Educ. 2019 Apr;53(4):355-368. doi: 10.1111/medu.13794. Epub 2019 Mar 3. Review.","Med Educ.  2019","PubMed","citation","PMID:30828874","pubmed","30828874","create date:2019/03/05 | first author:Mattick K",
"[Clinical effect of haemoperfusion combined with continuous veno-veno haemofiltration in treatment of paraquat poisoning: a Meta-analysis].","/pubmed/30827312","Wang Y, Wu Y, Shen F, Liu B, Qian H, Yang H, Cheng Y, Liu M.","Zhonghua Wei Zhong Bing Ji Jiu Yi Xue. 2019 Feb;31(2):214-220. doi: 10.3760/cma.j.issn.2095-4352.2019.02.018. Chinese. ","Zhonghua Wei Zhong Bing Ji Jiu Yi Xue.  2019","PubMed","citation","PMID:30827312","pubmed","30827312","create date:2019/03/05 | first author:Wang Y",
"[Effect of conservative and conventional oxygen therapy on the prognosis of critically ill patients: a Meta-analysis].","/pubmed/30827310","Liu Y, Liu X, Xu H, He Q, Wang D.","Zhonghua Wei Zhong Bing Ji Jiu Yi Xue. 2019 Feb;31(2):203-208. doi: 10.3760/cma.j.issn.2095-4352.2019.02.016. Chinese. ","Zhonghua Wei Zhong Bing Ji Jiu Yi Xue.  2019","PubMed","citation","PMID:30827310","pubmed","30827310","create date:2019/03/05 | first author:Liu Y",
"Nonpharmacological rehabilitation interventions for motor and cognitive outcomes following pediatric stroke: a systematic review.","/pubmed/30810821","Mirkowski M, McIntyre A, Faltynek P, Sequeira N, Cassidy C, Teasell R.","Eur J Pediatr. 2019 Apr;178(4):433-454. doi: 10.1007/s00431-019-03350-7. Epub 2019 Feb 27.","Eur J Pediatr.  2019","PubMed","citation","PMID:30810821","pubmed","30810821","create date:2019/02/28 | first author:Mirkowski M",
"Safety and efficacy of recovery-promoting drugs for motor function after stroke: A systematic review of randomized controlled trials.","/pubmed/30805655","Firth N, Barker RN, Hayward KS, Bernhardt J, Bellingan M, Gunnarsson R.","J Rehabil Med. 2019 May 13;51(5):319-330. doi: 10.2340/16501977-2536.","J Rehabil Med.  2019","PubMed","citation","PMID:30805655","pubmed","30805655","create date:2019/02/26 | first author:Firth N",
"Human urogenital myiasis: A systematic review of reported cases from 1975 to 2017.","/pubmed/30784828","Faridnia R, Soosaraei M, Kalani H, Fakhar M, Jokelainen P, Zolfaghari Emameh R, Banimostafavi ES, Ziaei Hezarjaribi H.","Eur J Obstet Gynecol Reprod Biol. 2019 Apr;235:57-61. doi: 10.1016/j.ejogrb.2019.02.008. Epub 2019 Feb 15.","Eur J Obstet Gynecol Reprod Biol.  2019","PubMed","citation","PMID:30784828","pubmed","30784828","create date:2019/02/21 | first author:Faridnia R",
"Comparison of caesarean section and vaginal delivery for pelvic floor function of parturients: a meta-analysis.","/pubmed/30784826","Yang XJ, Sun Y.","Eur J Obstet Gynecol Reprod Biol. 2019 Apr;235:42-48. doi: 10.1016/j.ejogrb.2019.02.003. Epub 2019 Feb 12. Review.","Eur J Obstet Gynecol Reprod Biol.  2019","PubMed","citation","PMID:30784826","pubmed","30784826","create date:2019/02/21 | first author:Yang XJ",
"Development of a novel bedside index for the early identification of severe maternal infection.","/pubmed/30784824","O'Regan C, O'Malley EG, Power KA, Reynolds CME, Sheehan SR, Turner MJ.","Eur J Obstet Gynecol Reprod Biol. 2019 Apr;235:26-29. doi: 10.1016/j.ejogrb.2019.01.032. Epub 2019 Feb 6.","Eur J Obstet Gynecol Reprod Biol.  2019","PubMed","citation","PMID:30784824","pubmed","30784824","create date:2019/02/21 | first author:O'Regan C",
"Association between delivery mode and pelvic organ prolapse: A meta-analysis of observational studies.","/pubmed/30776548","Leng B, Zhou Y, Du S, Liu F, Zhao L, Sun G, Zhao Y.","Eur J Obstet Gynecol Reprod Biol. 2019 Apr;235:19-25. doi: 10.1016/j.ejogrb.2019.01.031. Epub 2019 Feb 6.","Eur J Obstet Gynecol Reprod Biol.  2019","PubMed","citation","PMID:30776548","pubmed","30776548","create date:2019/02/19 | first author:Leng B",
"Changing the way we train surgeons in the 21th century: A narrative comparative review focused on box trainers and virtual reality simulators.","/pubmed/30772529","Papanikolaou IG, Haidopoulos D, Paschopoulos M, Chatzipapas I, Loutradis D, Vlahos NF.","Eur J Obstet Gynecol Reprod Biol. 2019 Apr;235:13-18. doi: 10.1016/j.ejogrb.2019.01.016. Epub 2019 Jan 22. Review.","Eur J Obstet Gynecol Reprod Biol.  2019","PubMed","citation","PMID:30772529","pubmed","30772529","create date:2019/02/18 | first author:Papanikolaou IG",
"Is contrast-enhanced ultrasound (CEUS) superior to computed tomography angiography (CTA) in detection of endoleaks in post-EVAR patients? A systematic review and meta-analysis.","/pubmed/30771104","Harky A, Zywicka E, Santoro G, Jullian L, Joshi M, Dimitri S.","J Ultrasound. 2019 Mar;22(1):65-75. doi: 10.1007/s40477-019-00364-7. Epub 2019 Feb 15.","J Ultrasound.  2019","PubMed","citation","PMID:30771104 | PMCID:PMC6430298","pubmed","30771104","create date:2019/02/17 | first author:Harky A",
"Meta-analysis of three-in-one single capsule bismuth-containing quadruple therapy for the eradication of Helicobacter pylori.","/pubmed/30767339","Nyssen OP, McNicholl AG, Gisbert JP.","Helicobacter. 2019 Apr;24(2):e12570. doi: 10.1111/hel.12570. Epub 2019 Feb 14.","Helicobacter.  2019","PubMed","citation","PMID:30767339","pubmed","30767339","create date:2019/02/16 | first author:Nyssen OP",
"The effect of centchroman on mastalgia: a systematic review.","/pubmed/30730217","Ghassab-Abdollahi N, Mirghafourvand M, Osouli Tabrizi S.","Eur J Contracept Reprod Health Care. 2019 Feb;24(1):71-79. doi: 10.1080/13625187.2018.1564816. Epub 2019 Feb 7.","Eur J Contracept Reprod Health Care.  2019","PubMed","citation","PMID:30730217","pubmed","30730217","create date:2019/02/08 | first author:Ghassab-Abdollahi N",
"Pelvic floor muscle training versus no treatment, or inactive control treatments, for urinary incontinence in women: a cochrane systematic review abridged republication.","/pubmed/30704907","Cacciari LP, Dumoulin C, Hay-Smith EJ.","Braz J Phys Ther. 2019 Mar - Apr;23(2):93-107. doi: 10.1016/j.bjpt.2019.01.002. Epub 2019 Jan 22.","Braz J Phys Ther.  2019","PubMed","citation","PMID:30704907 | PMCID:PMC6428911","pubmed","30704907","create date:2019/02/02 | first author:Cacciari LP",
"Bismuth supplements as the first-line regimen for Helicobacter pylori eradication therapy: Systemic review and meta-analysis.","/pubmed/30698318","Ko SW, Kim YJ, Chung WC, Lee SJ.","Helicobacter. 2019 Apr;24(2):e12565. doi: 10.1111/hel.12565. Epub 2019 Jan 30.","Helicobacter.  2019","PubMed","citation","PMID:30698318","pubmed","30698318","create date:2019/01/31 | first author:Ko SW",
"Adverse drug reactions on sexual functioning: a systematic overview.","/pubmed/30690197","Gordijn R, Teichert M, Nicolai MPJ, Elzevier HW, Guchelaar HJ.","Drug Discov Today. 2019 Mar;24(3):890-897. doi: 10.1016/j.drudis.2019.01.012. Epub 2019 Jan 25.","Drug Discov Today.  2019","PubMed","citation","PMID:30690197","pubmed","30690197","create date:2019/01/29 | first author:Gordijn R",
"The risk of Helicobacter pylori infection for adverse pregnancy outcomes: A systematic review and meta-analysis.","/pubmed/30672065","Zhan Y, Si M, Li M, Jiang Y.","Helicobacter. 2019 Apr;24(2):e12562. doi: 10.1111/hel.12562. Epub 2019 Jan 22.","Helicobacter.  2019","PubMed","citation","PMID:30672065","pubmed","30672065","create date:2019/01/24 | first author:Zhan Y",
